Word		Original_root		Predicted_root
پر		پر		پر
گرفتاری		گرفتاری		گرفتاری
دے		دے		دے
چکے		چک		چک
ہےں		ہے		ہے
۔		۔		۔
دلچسپ		دلچسپ		دلچسپ
بات		بات		بات
یہ		یہ		یہ
ہے		ہے		ہے
کہ		کہ		کہ
ساکری		ساکری		ساکری
نیٹ		نیٹ		نیٹ
دیہات		دیہات		دیہات
مےں		مےں		مےں
جہاں		جہاں		جہاں
گڑبڑ		گڑبڑ		گڑبڑ
اور		اور		اور
پرتشدد		پرتشدد		پرتشدد
احتجاج		احتجاج		احتجاج
پر		پر		پر
پولیس		پولیس		پولیس
کے		کا		کا
طاقت		طاقت		طاقت
استعمال		استعمال		استعمال
کرنے		کر		کر
سے		سے		سے
تبریز		تبریز		تبریز
کی		کا		کا
جان		جان		جان
گئی		جا		جا
,		,		,
مسلم		مسلم		مسلم
اکثریتی		اکثریتی		اکثریتی
دیہات		دیہات		دیہات
ہے		ہے		ہے
اور		اور		اور
یہ		یہ		یہ
وہ		وہ		وہ
مقام		مقام		مقام
ہے		ہے		ہے
جہاں		جہاں		جہاں
مسلمان		مسلمان		مسلمان
ہمیشہ		ہمیشہ		ہمیشہ
کانگریس		کانگریس		کانگریس
کی		کا		کا
تائید		تائید		تائید
کرتے		کر		کر
رہے		رہ		رہ
لیکن		لیکن		لیکن
2002		2002		2002
ء		ء		ء
مےں		مےں		مےں
حالات		حالات		حالات
تبدیل		تبدیل		تبدیل
ہو		ہو		ہو
گئے		جا		جا
اور		اور		اور
مقامی		مقامی		مقامی
مسلمانوں		مسلمان		مسلمان
کی		کا		کا
خاصی		خاصی		خاصی
تعداد		تعداد		تعداد
نے		نے		نے
شیو		شیو		شیو
سینا		سینا		سینا
مےں		مےں		مےں
شمولیت		شمولیت		شمولیت
اختیار		اختیار		اختیار
کر		کر		کر
لی		لے		لے
اور		اور		اور
وہاں		وہاں		وہاں
شیو		شیو		شیو
سینا		سینا		سینا
کی		کا		کا
برانچ		برانچ		برانچ
بھی		بھی		بھی
قائم		قائم		قائم
ہو		ہو		ہو
گئی		جا		جا
۔		۔		۔
شیو		شیو		شیو
سینا		سینا		سینا
کونکن		کونکن		کونکن
علاقہ		علاقہ		علاقہ
مےں		مےں		مےں
کانکنی		کانکنی		کانکنی
اور		اور		اور
پاور		پاور		پاور
پلانٹس		پلانٹس		پلانٹس
کے		کا		کا
قیام		قیام		قیام
کے		کے		کا
خلاف		خلاف		خلاف
مسلسل		مسلسل		مسلسل
احتجاج		احتجاج		احتجاج
کر		کر		کر
رہی		رہ		رہ
ہے		ہے		ہے
۔		۔		۔
کانگریس		کانگریس		کانگریس
حکومت		حکومت		حکومت
نے		نے		نے
1992		1992		1992
مےں		مےں		مےں
جب		جب		جب
دابھول		دابھول		دابھول
پاور		پاور		پاور
پراجکٹ		پراجکٹ		پراجکٹ
شروع		شروع		شروع
کیا		کر		کر
تھا		تھا		تھا
,		,		,
تب		تب		تب
بھی		بھی		بھی
احتجاج		احتجاج		احتجاج
کیا		کر		کر
تھا		تھا		تھا
اور		اور		اور
1995		1995		1995
ء		ء		ء
مےں		مےں		مےں
بی		بی		بی
جے		جے		جے
پی		پی		پی
-		-		-
شیو		شیوسینا		شیو
سینا		شیوسینا		سینا
مخلوط		مخلوط		مخلوط
حکومت		حکومت		حکومت
نے		نے		نے
برقی		برقی		برقی
خریدی		خرید		خریدی
معاہدہ		معاہدہ		معاہدہ
کو		کو		کو
منسوخ		منسوخ		منسوخ
کرنے		کر		کر
کے		کے		کا
بعد		بعد		بعد
اس		یہ		یہ
پراجکٹ		پراجکٹ		پراجکٹ
کا		کا		کا
معاملہ		معاملہ		معاملہ
ازسرنو		ازسرنو		ازسرنو
طے		طے		طے
کیا		کر		کر
تھا		تھا		تھا
اور		اور		اور
پراجکٹ		پراجکٹ		پراجکٹ
کے		کا		کا
مرحلہ		مرحلہ		مرحلہ
دو		دو		دو
پر		پر		پر
رضامندی		رضامندی		رضامندی
ظاہر		ظاہر		ظاہر
کی		کر		کا
تھی		تھا		تھا
۔		۔		۔
ساکری		ساکری		ساکری
نیٹ		نیٹ		نیٹ
دیہات		دیہات		دیہات
مےں		مےں		مےں
18		18		18
اپریل		اپریل		اپریل
کو		کو		کو
شیو		شیو		شیو
سینا		سینا		سینا
کی		کا		کا
طرف		طرف		طرف
سے		سے		سے
کیے		کر		کر
گئے		جا		جا
پرتشدد		پرتشدد		پرتشدد
احتجاج		احتجاج		احتجاج
سے		سے		سے
کافی		کافی		کافی
بےچینی		بےچینی		بےچینی
پائی		پا		پا
جاتی		جا		جا
ہے		ہے		ہے
۔		۔		۔
کانگریس		کانگریس		کانگریس
کے		کا		کا
مقامی		مقامی		مقامی
مسلم		مسلم		مسلم
قائدین		قائد		قائد
کہتے		کہہ		کہہ
ہےں		ہے		ہے
کہ		کہ		کہ
عوام		عوام		عوام
پرتشدد		پرتشدد		پرتشدد
احتجاج		احتجاج		احتجاج
کو		کو		کو
پسند		پسند		پسند
نہیں		نہیں		نہیں
کرتے		کر		کر
NULL		null		UUll
ان		یہ		یہ
کا		کا		کا
NULL		null		UUll
کہنا		کہہ		کہہ
ہے		ہے		ہے
کہ		کہ		کہ
احتجاج		احتجاج		احتجاج
پرامن		پرامن		پرامن
اور		اور		اور
جمہوری		جمہوری		جمہوری
ہونا		ہو		ہو
چاہئے		چاہئے		چاہئے
۔		۔		۔
پراجکٹ		پراجکٹ		پراجکٹ
کی		کا		کا
مخالف		مخالف		مخالف
تنظیمیں		تنظیم		تنظیم
اور		اور		اور
ان		یہ		یہ
کے		کا		کا
قائدین		قائد		قائد
کا		کا		کا
کہنا		کہہ		کہہ
ہے		ہے		ہے
کہ		کہ		کہ
احتجاج		احتجاج		احتجاج
جاری		جاری		جاری
رہے_گا		رہ		رہ
NULL		null		UUll
عوام		عوام		عوام
کو		کو		کو
کانگریس		کانگریس		کانگریس
اور		اور		اور
اس		وہ		یہ
کی		کا		کا
حکومت		حکومت		حکومت
پر		پر		پر
بھروسہ		بھروسہ		بھروسہ
نہیں		نہیں		نہیں
ہے		ہے		ہے
۔		۔		۔
شیو		شیو		شیو
سینا		سینا		سینا
کے		کا		کا
ایگزیکیٹو		ایگزیکیٹو		ایگزیکیٹو
صدر		صدر		صدر
ادھو		ادھو		ادھو
ٹھاکرے		ٹھاکرے		ٹھاکر
ساکری		ساکری		ساکری
نیٹ		نیٹ		نیٹ
کے		کا		کا
مہلوک		مہلوک		مہلوک
تبریز		تبریز		تبریز
کے		کا		کا
گھر		گھر		گھر
گئے		جا		جا
اور		اور		اور
متعلقین		متعلقین		متعلقین
کو		کو		کو
پرسہ		پرسہ		پرسہ
دیا		دے		دے
۔		۔		۔
جیٹاپور		جیٹاپور		جیٹاپور
نیوکلیر		نیوکلیر		نیوکلیر
پراجکٹ		پراجکٹ		پراجکٹ
کے		کے		کا
خلاف		خلاف		خلاف
عوام		عوام		عوام
مےں		مےں		مےں
ناراضگی		ناراضگی		ناراضگی
ہے		ہے		ہے
اور		اور		اور
بیدخل		بیدخل		بیدخل
کئے		کر		کر
جانے		جا		جا
والے		والا		والا
افراد		فرد		فرد
کے		کے		کا
لیے		لیے		لیے
حکومت		حکومت		حکومت
نے		نے		نے
جس		جو		جو
معاوضہ		معاوضہ		معاوضہ
پیکیج		پیکیج		پیکیج
کا		کا		کا
اعلان		اعلان		اعلان
کیا		کر		کر
ہے		ہے		ہے
مقامی		مقامی		مقامی
عوام		عوام		عوام
نے		نے		نے
اسے		یہ		یہ
قبول		قبول		قبول
کرنے		کر		کر
سے		سے		سے
انکار		انکار		انکار
کیا		کر		کر
ہے		ہے		ہے
۔		۔		۔
مرکزی		مرکزی		مرکزی
حکومت		حکومت		حکومت
کی		کا		کا
طرف		طرف		طرف
سے		سے		سے
جیٹاپور		جیٹاپور		جیٹاپور
نیوکلیر		نیوکلیر		نیوکلیر
پراجکٹ		پراجکٹ		پراجکٹ
کی		کا		کا
تعمیر		تعمیر		تعمیر
جاری		جاری		جاری
رکھنے		رکھ		رکھ
کے		کا		کا
فیصلہ		فیصلہ		فیصلہ
کے		کے		کا
بعد		بعد		بعد
شیو		شیو		شیو
سینا		سینا		سینا
اور		اور		اور
دوسری		دوسرا		دوسری
تنظیمیں		تنظیم		تنظیم
مقامی		مقامی		مقامی
عوام		عوام		عوام
سے		سے		سے
مشاورت		مشاورت		مشاورت
کے		کے		کا
ذریعہ		ذریعہ		ذریعہ
مستقبل		مستقبل		مستقبل
کے		کا		کا
احتجاجی		احتجاجی		احتجاجی
پروگرام		پروگرام		پروگرام
کو		کو		کو
قطعیت		قطعیت		قطعیت
دینے		دے		دے
والی		والا		والا
ہےں		ہے		ہے
۔		۔		۔
جیٹاپور		جیٹاپور		جیٹاپور
نیوکلیر		نیوکلیر		نیوکلیر
پاور		پاور		پاور
پراجکٹ		پراجکٹ		پراجکٹ
مسئلہ		مسئلہ		مسئلہ
پر		پر		پر
کونکنی		کونکنی		کونکنی
علاقہ		علاقہ		علاقہ
مےں		مےں		مےں
کانگریس		کانگریس		کانگریس
اور		اور		اور
شیوسینا		شیوسینا		شیوسینا
مےں		مےں		مےں
طویل		طویل		طویل
سیاسی		سیاسی		سیاسی
لڑائی		لڑائی		لڑائی
چھڑے_گی		چھڑ		چھڑ
اور		اور		اور
یہ		یہ		یہ
مسئلہ		مسئلہ		مسئلہ
آنے		آ		آ
والے		والا		والا
دنوں		دن		دن
مےں		مےں		مےں
ریاست		ریاست		ریاست
کی		کا		کا
کانگریس		کانگریس		کانگریس
,		,		,
این		این		این
سی		سی		سی
پی		پی		پی
اور		اور		اور
مرکز		مرکز		مرکز
کی		کا		کا
یو		یو		یو
پی		پی		پی
اے		اے		اے
حکومت		حکومت		حکومت
کے		کے		کا
لئے		لئے		لئے
اےک		اےک		اےک
نیا		نیا		نیا
درد		درد		درد
سر		سر		سر
بن		بن		بن
سکتا		سک		سک
ہے		ہے		ہے
۔		۔		۔
مسئلہ		مسئلہ		مسئلہ
مقامی		مقامی		مقامی
عوام		عوام		عوام
سے		سے		سے
جڑا		جڑ		جڑ
ہوا		ہو		ہو
ہے		ہے		ہے
NULL		null		UUll
حکومت		حکومت		حکومت
زور		زور		زور
زبردستی		زبردستی		زبردستی
کا		کا		کا
راستہ		راستہ		راستہ
اختیار		اختیار		اختیار
کرےگی		کر		کر
تو		تو		تو
اسے		یہ		یہ
مسائل		مسئلہ		مسئلہ
کا		کا		کا
سامنا		سامنا		سامنا
کرنا		کر		کر
پڑ		پڑ		پڑ
سکتا		سک		سک
ہے		ہے		ہے
۔		۔		۔
دھنباد		دھنباد		دھنباد
کے		کا		کا
مٹکوریہ		مٹکوریہ		مٹکوریہ
علاقہ		علاقہ		علاقہ
مےں		مےں		مےں
ناجائز		ناجائز		ناجائز
قبضوں		قبضہ		قبضہ
کے		کے		کا
خلاف		خلاف		خلاف
کارروائی		کارروائی		کارروائی
کے		کے		کا
دوران		دوران		دوران
احتجاجیوں		احتجاج		احتجاجی
اور		اور		اور
پولیس		پولیس		پولیس
کے		کے		کا
درمیان		درمیان		درمیان
جھڑپ		جھڑپ		جھڑپ
مےں		مےں		مےں
3		3		3
ہلاک		ہلاک		ہلاک
ہو		ہو		ہو
گئے		جا		جا
جبکہ		جبکہ		جبکہ
سپرنٹنڈنٹ		سپرنٹنڈنٹ		سپرنٹنڈنٹ
پولیس		پولیس		پولیس
کے		کے		کا
بشمول		بشمول		بشمول
دیگر		دیگر		دیگر
22		22		22
افراد		فرد		فرد
زخمی		زخمی		زخمی
ہوئے		ہو		ہو
۔		۔		۔
دھنباد		دھنباد		دھنباد
ڈپٹی		ڈپٹی		ڈپٹی
کمشنر		کمشنر		کمشنر
پولیس		پولیس		پولیس
سنیل		سنیل		سنیل
کمار		کمار		کمار
برنوال		برنوال		برنوال
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
تشدد		تشدد		تشدد
مےں		مےں		مےں
3		3		3
ہلاک		ہلاک		ہلاک
NULL		ہلاک		UUll
22		22		22
زخمی		زخمی		زخمی
ہوئے		ہو		ہو
ہیں		ہے		ہے
۔		۔		۔
بعض		بعض		بعض
غیرسماجی		غیرسماجی		غیرسماجی
عناصر		عنصر		عناصر
کی		کا		کا
اشتعال_انگیزی		اشتعال_انگیزی		اعععل__انگیزی
کے		کے		کا
باعث		باعث		باعث
یہ		یہ		یہ
فساد		فساد		فساد
بھڑک		بھڑک		بھڑک
اٹھا		اٹھ		اٹھ
تھا		تھا		تھا
۔		۔		۔
صورتحال		صورتحال		صورتحال
کشیدہ		کشیدہ		کشیدہ
ہونے		ہو		ہو
سے		سے		سے
حکام		حکام		حکام
نے		نے		نے
غیرمعینہ		غیرمعینہ		غیرمعینہ
مدت		مدت		مدت
کا		کا		کا
کرفیو		کرفیو		کرفیو
نافذ		نافذ		نافذ
کیا		کر		کر
ہے		ہے		ہے
۔		۔		۔
اےک		اےک		اےک
زخمی		زخمی		زخمی
کی		کا		کا
حالت		حالت		حالت
تشویشناک		تشویشناک		تشویشناک
بتائی		بتا		بتا
گئی		جا		جا
ہے		ہے		ہے
۔		۔		۔
تقریباً		تقریباً		تقریباً
زخمیوں		زخمی		زخمی
مےں		مےں		مےں
بعض		بعض		بعض
کو		کو		کو
گولی		گولی		گولی
لگنے		لگ		لگ
سے		سے		سے
زخم		زخم		زخم
آئے		آ		آ
ہیں		ہے		ہے
۔		۔		۔
غیرمجاز		غیرمجاز		غیرمجاز
تعمیرات		تعمیر		تعمیرا
کے		کا		کا
انہدام		انہدام		انہدام
کو		کو		کو
روکنے		روک		روک
کے		کے		کا
لیے		لیے		لیے
مقامی		مقامی		مقامی
افراد		فرد		فرد
کی		کا		کا
مزاحمت		مزاحمت		مزاحمت
کے		کے		کا
بعد		بعد		بعد
دھنباد		دھنباد		دھنباد
مےں		مےں		مےں
تشدد		تشدد		تشدد
بھڑک		بھڑک		بھڑک
اٹھا		اٹھ		اٹھ
تھا		تھا		تھا
۔		۔		۔
امریکی		امریکی		امریکی
جیلوں		جیل		جیل
مےں		مےں		مےں
انسانی		انسانی		انسانی
حقوق		حق		حقوق
کی		کا		کا
بدترین		بدترین		بدترین
اور		اور		اور
بھیانک		بھیانک		بھیانک
خلافورزیوں		خلافورزی		خلافورزی
کا		کا		کا
نوٹ		نوٹ		نوٹ
لیے		لے		لیے
بغیر		بغیر		بغیر
عالمی		عالمی		عالمی
طاقتیں		طاقت		طاقت
مشرق		مشرق		مشرق
وسطی		وسطی		وسطی
اور		اور		اور
عرب		عرب		عرب
ملکوں		مُلک		مُلک
مےں		مےں		مےں
انسانی		انسانی		انسانی
حقوق		حق		حقوق
کی		کا		کا
دہائی		دہائی		دہائی
دے		دے		دے
کر		کر		کر
اپنے		اپنا		اپنا
اصولوں		اصول		اصول
کا		کا		کا
جانبدارانہ		جانبدارانہ		جننبدارانہ
مظاہرہ		مظاہرہ		مظاہرہ
کرتی		کر		کر
ہیں		ہے		ہے
۔		۔		۔
گزشتہ		گزشتہ		گزشتہ
زائد		زائد		زائد
6		6		6
سال		سال		سال
سے		سے		سے
ان		یہ		یہ
قیدیوں		قیدی		قیدی
کو		کو		کو
امریکی		امریکی		امریکی
سیکوریٹی		سیکوریٹی		سیکوریٹی
عہدیداروں		عہدیدار		عہدیدار
نے		نے		نے
کسی		کوئی		کوئیییییییییی
قانونی		قانونی		قانونی
کارروائی		کارروائی		کارروائی
کے		کے		کا
بغیر		بغیر		بغیر
جیل		جیل		جیل
مےں		مےں		مےں
رکھا		رکھ		رکھ
ہے		ہے		ہے
۔		۔		۔
جس		جو		جو
مےں		مےں		مےں
زائد		زائد		زائد
از		از		از
700		700		700
فوجی		فوجی		فوجی
دستاویزات		دستاویز		دستاویز
مےں		مےں		مےں
نئی		نیا		نئی
اور		اور		اور
تفصیلی		تفصیلی		تفصیلی
معلومات		معلومات		معلومات
فراہم		فراہم		فراہم
کی		کر		کا
گئی		جا		جا
ہیں		ہے		ہے
۔		۔		۔
فوجی		فوجی		فوجی
انٹلیجنس		انٹلیجنس		انٹلیجنس
عہدیداروں		عہدیدار		عہدیدار
نے		نے		نے
فروری		فروری		فروری
2002		2002		2002
سے		سے		سے
جنوری		جنوری		جنوری
2009		2009		2009
تک		تک		تک
گوانتاناموبے		گوانتاناموبے		بسااتتانامب
جیل		جیل		جیل
مےں		مےں		مےں
محروسین		محروس		محروسین
کی		کا		کا
تفصیلات		تفصیل		تفصیل
درج		درج		درج
کی		کر		کا
ہیں		ہے		ہے
۔		۔		۔
ان		یہ		یہ
قیدیوں		قیدی		قیدی
میں		میں		میں
معصوم		معصوم		معصوم
بچے		بچہ		بچا
بھی		بھی		بھی
ہےں		ہے		ہے
بس		بس		بس
مسافر		مسافر		مسافر
بھی		بھی		بھی
ہےں		ہے		ہے
NULL		null		UUll
جو		جو		جو
صرف		صرف		صرف
کابل		کابل		کابل
کا		کا		کا
ٹکٹ		ٹکٹ		ٹکٹ
لے		لے		لے
کر		کر		کر
بس		بس		بس
مےں		مےں		مےں
سوار		سوار		سوار
ہوئے		ہو		ہو
تھے		تھا		تھا
۔		۔		۔
افغانستان		افغانستان		افغانستان
کے		کے		کا
بارے		بارہ		بارہ
مےں		مےں		مےں
لکھی		لکھ		لکھ
گئی		جا		جا
نظم		نظم		نظم
رکھنے		رکھ		رکھ
والے		والا		والا
شہری		شہری		شہری
کو		کو		کو
بھی		بھی		بھی
امریکی		امریکی		امریکی
فوج		فوج		فوج
نے		نے		نے
جیل		جیل		جیل
مےں		مےں		مےں
ڈال		ڈال		ڈال
دیا		دے		دے
۔		۔		۔
جیل		جیل		جیل
کے		کا		کا
ان		یہ		یہ
بےیار		بےیار		بےیار
و		و		و
مددگار		مددگار		مددگار
قیدیوں		قیدی		قیدی
کی		کا		کا
انسانی		انسانی		انسانی
صحت		صحت		صحت
کی		کا		کا
تفصیلات		تفصیل		تفصیل
رونگٹے		رونگٹا		رونگٹہ
کھڑے		کھڑا		کھڑا
کر		کر		کر
دیتی		دے		دی
ہیں		ہے		ہے
۔		۔		۔
قیدیوں		قیدی		قیدی
کی		کا		کا
بیماری		بیماری		بیماری
,		,		,
ہپٹائٹس		ہپٹائٹس		ہپٹائٹس
مرض		مرض		مرض
,		,		,
ٹی		ٹی		ٹی
بی		بی		بی
NULL		null		UUll
مایوسی		مایوسی		مایوسی
کا		کا		کا
شکار		شکار		شکار
محروسین		محروس		محروسین
کے		کے		کا
ساتھ		ساتھ		ساتھ
جیل		جیل		جیل
کے		کا		کا
حکام		حکام		حکام
کا		کا		کا
غیرانسانی		غیرانسانی		غیرانسانی
سلوک		سلوک		سلوک
عالم		عالم		عالم
انسانیت		انسانیت		انسانیت
کے		کے		کا
لئے		لئے		لئے
سوال		سوال		سوال
بنا		بنا		بن
ہوا		ہو		ہو
ہے		ہے		ہے
۔		۔		۔
گزشتہ		گزشتہ		گزشتہ
زائد		زائد		زائد
6		6		6
سال		سال		سال
سے		سے		سے
ان		یہ		یہ
قیدیوں		قیدی		قیدی
کو		کو		کو
امریکی		امریکی		امریکی
سیکوریٹی		سیکوریٹی		سیکوریٹی
عہدیداروں		عہدیدار		عہدیدار
نے		نے		نے
کسی		کوئی		کوئیییییییییی
قانونی		قانونی		قانونی
کارروائی		کارروائی		کارروائی
کے		کے		کا
بغیر		بغیر		بغیر
جیل		جیل		جیل
مےں		مےں		مےں
رکھا		رکھ		رکھ
ہے		ہے		ہے
۔		۔		۔
ان		یہ		یہ
قیدیوں		قیدی		قیدی
مےں		مےں		مےں
مغویہ		مغویہ		مغویہ
14		14		14
سال		سال		سال
کا		کا		کا
لڑکا		لڑکا		لڑکا
بھی		بھی		بھی
ہے		ہے		ہے
,		,		,
NULL		null		UUll
اس		یہ		یہ
طرح		طرح		طرح
کے		کا		کا
کئی		کئی		کئی
لڑکے		لڑکا		لڑکا
اور		اور		اور
افغان		افغان		افغان
و		و		و
پاکستان		پاکستان		پاکستان
یا		یا		یا
غیرملکی		غیرملکی		غیرملکی
شہری		شہری		شہری
ہوں_گے		ہے		ہے
جنہیں		جو		جو
اندھادھند		اندھادھند		اندھادھند
طریقہ		طریقہ		طریقہ
سے		سے		سے
گرفتار		گرفتار		گرفتار
کر		کر		کر
کے		کر		کا
جیل		جیل		جیل
مےں		مےں		مےں
محروس		محروس		محروس
کر		کر		کر
دیا		دے		دے
گیا		جا		جا
۔		۔		۔
بدنام		بدنام		بدنام
زمانہ		زمانہ		زمانہ
گوانتاناموبے		گوانتاناموبے		بسااتتانامب
جیل		جیل		جیل
کا		کا		کا
قیام		قیام		قیام
امریکہ		امریکہ		امریکہ
نے		نے		نے
صرف		صرف		صرف
القاعدہ		القاعدہ		القاعدہ
کے		کا		کا
نٹ_ورک		نٹ_ورک		نٹ_ورک
سے		سے		سے
وابستہ		وابستہ		وابستہ
افراد		فرد		فرد
کو		کو		کو
سزا		سزا		سزا
دینے		دے		دے
کے		کے		کا
لئے		لئے		لئے
بنایا		بنا		بنا
تھا		تھا		تھا
۔		۔		۔
القاعدہ		القاعدہ		القاعدہ
کے		کا		کا
سربراہ		سربراہ		سربراہ
بن		بن		بن
لادن		لادن		لادن
کی		کا		کا
گرفتاری		گرفتاری		گرفتاری
مےں		مےں		مےں
ناکام		ناکام		ناکام
امریکی		امریکی		امریکی
فوج		فوج		فوج
اور		اور		اور
انٹلیجنس		انٹلیجنس		انٹلیجنس
اس		یہ		یہ
جیل		جیل		جیل
کو		کو		کو
انسانی		انسانی		انسانی
حقوق		حق		حقوق
کی		کا		کا
بدترین		بدترین		بدترین
خلاف_ورزیوں		خلاف_ورزی		للاف_ورزی
کے		کے		کا
طور		طور		طور
پر		پر		پر
استعمال		استعمال		استعمال
کر		کر		کر
رہی		رہ		رہ
ہے		ہے		ہے
۔		۔		۔
قیدیوں		قیدی		قیدی
کو		کو		کو
پانی		پانی		پانی
کے		کا		کا
جہاز		جہاز		جہاز
یا		یا		یا
کشتیوں		کشتی		کشتی
کی		کا		کا
سواری		سواری		سواری
,		,		,
نیند		نیند		نیند
سے		سے		سے
محروم		محروم		محروم
رکھنے		رکھ		رکھ
کی		کا		کا
سزا		سزا		سزا
اور		اور		اور
تیز		تیز		تیز
آواز		آواز		آواز
والی		والا		والا
موسیقی		موسیقی		موسیقی
سے		سے		سے
کان		کان		کان
پھاڑ		پھاڑ		پھاڑ
دینے		دے		دے
والی		والا		والا
سزا		سزا		سزا
دی		دے		دے
جا		جا		جا
رہی		رہ		رہ
ہے		ہے		ہے
۔		۔		۔
انسانیت		انسانیت		انسانیت
کے		کے		کا
خلاف		خلاف		خلاف
ہونے		ہو		ہو
والی		والا		والا
اس		یہ		یہ
ناانصافی		ناانصافی		ناانصافی
اور		اور		اور
غیرقانونی		غیرقانونی		غیرقانونی
حراست		حراست		حراست
پر		پر		پر
ساری		سارا		ساری
دنیا		دنیا		دنیا
کی		کا		کا
حقوق		حقوق		حقوق
انسانی		انسانی		انسانی
کی		کا		کا
علمبردار		علمبردار		علمبردار
تنظیمیں		تنظیم		تنظیم
خاموش		خاموش		خاموش
ہیں		ہے		ہے
۔		۔		۔
عام		عام		عام
رائے		رائے		رائے
یہی		یہ		یہ
ہے		ہے		ہے
کہ		کہ		کہ
امریکہ		امریکہ		امریکہ
خود		خود		خود
اپنی		اپنا		اپنا
ناکام		ناکام		ناکام
پالیسیوں		پالیسی		پالیسی
اور		اور		اور
مایوس_کن		مایوس_کن		مایوس_کن
منصوبوں		منصوبہ		منصوبہ
کے		کا		کا
دائرہ		دائرہ		دائرہہہہہہہہہ
مےں		مےں		مےں
مقید		مقید		مقید
ہوتا		ہو		ہو
جا		جا		جا
رہا		رہ		رہ
ہے		ہے		ہے
۔		۔		۔
اس		وہ		یہ
کی		کا		کا
گوانتاناموبے		گوانتاناموبے		بسااتتانامب
جیسی		جیسی		جیسی
غیرانسانی		غیرانسانی		غیرانسانی
جیلوں		جیل		جیل
کی		کا		کا
وجہ		وجہ		وجہ
سے		سے		سے
دنیا		دنیا		دنیا
بھر		بھر		بھر
مےں		مےں		مےں
ظلم		ظلم		ظلم
و		و		و
زیادتی		زیادتی		زیادتی
کے		کے		کا
خلاف		خلاف		خلاف
آواز		آواز		آواز
اٹھانے		اٹھا		اٹھا
کو		کو		کو
دہشت_گردی		دہشت_گردی		دہشت_گردی
کی		کا		کا
نئی		نیا		نئی
تاریخ		تاریخ		تاریخ
مرتب		مرتب		مرتب
کرنے		کر		کر
والی		والا		والا
تنظیمیں		تنظیم		تنظیم
مجتمع		مجتمع		مجتمع
ہو		ہو		ہو
رہی		رہ		رہ
ہیں		ہے		ہے
۔		۔		۔
القاعدہ		القاعدہ		القاعدہ
کے		کا		کا
سربراہ		سربراہ		سربراہ
کی		کا		کا
گرفتاری		گرفتاری		گرفتاری
کی		کا		کا
صورت		صورت		صورت
مےں		مےں		مےں
نیوکلیر		نیوکلیر		نیوکلیر
حملے		حملہ		حملہ
کئے		کر		کر
جانے		جا		جا
کی		کا		کا
دھمکی		دھمکی		دھمکی
کے		کے		کا
پیش		پیش		پیش
نظر		پیش		نظر
امریکی		امریکی		امریکی
پالیسی_ساز		پالیسی_ساز		پللیسی_ساز
اداروں		ادارہ		ادارہ
نے		نے		نے
اپنی		اپنا		اپنا
فوجی		فوجی		فوجی
کارروائیوں		کارروائی		کارروائی
کا		کا		کا
رخ		رخ		رخ
معصوم		معصوم		معصوم
انسانوں		انسان		انسان
کی		کا		کا
جانب		جانب		جانب
موڑ		موڑ		موڑ
کر		کر		کر
صورتحال		صورت_حال		صورتحال
مزید		مزید		مزید
بھیانک		بھیانک		بھیانک
بنا		بن		بن
دی		دے		دے
ہے		ہے		ہے
اس		یہ		یہ
طرح		طرح		طرح
کی		کا		کا
مفاہمانہ		مفاہمانہ		مفاہمانہ
پالیسیوں		پالیسی		پالیسی
پر		پر		پر
غور		غور		غور
و		و		و
خوض		خوض		خوض
کے		کا		کا
دن		دن		دن
گذارنے		گذار		گذار
والی		والا		والا
امریکی		امریکی		امریکی
نظم		نظم		نظم
و		و		و
نسق		نسق		نسق
نے		نے		نے
اپنی		اپنا		اپنا
جیلوں		جیل		جیل
مےں		مےں		مےں
محروس		محروس		محروس
قیدیوں		قیدی		قیدی
کو		کو		کو
دی		دے		دے
جانے		جا		جا
والی		والا		والا
اذیت_ناک		اذیت_ناک		افیت_ناک
سزاؤں		سزا		سزاں
پر		پر		پر
کبھی		کبھی		کبھی
غور		غور		غور
نہیں		نہیں		نہیں
کیا		کر		کر
۔		۔		۔
القاعدہ		القاعدہ		القاعدہ
سے		سے		سے
مفاہمت		مفاہمت		مفاہمت
کئے		کر		کر
بغیر		بغیر		بغیر
طالبان		طالبان		طالبان
سے		سے		سے
مکمل		مکمل		مکمل
صلح		صلح		صلح
کرنے		کر		کر
اور		اور		اور
ملا		مل		مل
عمر		عمر		عمر
کو		کو		کو
رہا		رہا		رہ
کرا		کرا		کر
کر		کر		کر
اپنی		اپنا		اپنا
غرض		غرض		غرض
پوری		پورا		پوری
کرنے		کر		کر
کی		کا		کا
فکر		فکر		فکر
رکھنے		رکھ		رکھ
والی		والا		والا
امریکی		امریکی		امریکی
فوج		فوج		فوج
اور		اور		اور
نظم		نظم		نظم
و		و		و
نسق		نسق		نسق
کو		کو		کو
ذاتی		ذاتی		ذاتی
مفادات		مفاد		مفادا
بھی		بھی		بھی
عزیز		عزیز		عزیز
ہیں		ہے		ہے
۔		۔		۔
سابق		سابق		سابق
صدر		صدر		صدر
جارج		جارج		جارج
بش		بش		بش
کے		کا		کا
نقش		نقش		نقش
قدم		قدم		قدم
پر		پر		پر
چلنے		چل		چل
والے		والا		والا
بارک		بارک		بارک
اوباما		اوباما		اوباما
کو		کو		کو
اپنی		اپنا		اپنا
